Episode,Reward,Length,TotalSteps
493,67.48887,200,98801
494,67.588013,200,99001
495,67.826716,200,99201
496,67.759238,200,99401
497,66.084265,200,99601
498,68.882489,200,99801
499,68.348281,200,100001
500,67.927905,200,100201
501,68.387613,200,100401
502,67.667327,200,100601
503,65.829432,200,100801
504,67.573935,200,101001
505,69.072951,200,101201
506,68.755324,200,101401
507,67.812137,200,101601
508,68.718501,200,101801
509,68.154341,200,102001
510,67.022544,200,102201
511,68.397558,200,102401
512,68.150354,200,102601
513,66.760443,200,102801
514,68.400198,200,103001
515,68.21418,200,103201
516,68.443105,200,103401
517,68.197649,200,103601
518,67.647327,200,103801
519,67.616309,200,104001
520,68.226945,200,104201
521,66.781487,200,104401
522,67.84276,200,104601
523,68.030918,200,104801
524,67.610735,200,105001
525,67.466026,200,105201
526,68.888929,200,105401
527,68.110986,200,105601
528,68.788821,200,105801
529,68.062842,200,106001
530,68.388726,200,106201
531,68.276679,200,106401
532,67.864497,200,106601
533,65.389201,200,106801
534,67.887555,200,107001
535,67.979413,200,107201
536,60.662175,200,107401
537,68.864594,200,107601
538,68.268894,200,107801
539,67.285736,200,108001
540,67.026486,200,108201
541,67.580528,200,108401
542,66.648226,200,108601
543,68.024583,200,108801
544,68.313321,200,109001
545,68.453667,200,109201
546,67.824403,200,109401
547,67.782071,200,109601
548,67.129169,200,109801
549,67.794434,200,110001
550,66.998624,200,110201
551,67.570318,200,110401
552,69.035261,200,110601
553,67.21651,200,110801
554,68.236933,200,111001
555,67.324282,200,111201
556,67.483911,200,111401
557,67.821006,200,111601
558,67.802476,200,111801
559,56.728113,200,112001
560,66.526693,200,112201
561,68.165696,200,112401
562,67.789007,200,112601
563,67.486023,200,112801
564,67.492638,200,113001
565,67.741714,200,113201
566,66.427926,200,113401
567,67.645466,200,113601
568,66.461477,200,113801
569,67.663929,200,114001
570,67.372332,200,114201
571,67.901731,200,114401
572,67.591526,200,114601
573,66.919742,200,114801
574,69.036187,200,115001
575,68.478751,200,115201
576,68.516157,200,115401
577,68.455749,200,115601
578,68.605522,200,115801
579,66.938655,200,116001
580,68.09485,200,116201
581,68.293264,200,116401
582,68.266552,200,116601
583,68.243241,200,116801
584,68.396024,200,117001
585,68.154416,200,117201
586,65.230562,200,117401
587,69.960195,200,117601
588,68.774204,200,117801
589,67.806291,200,118001
590,67.850457,200,118201
591,68.098331,200,118401
592,68.524444,200,118601
593,68.092284,200,118801
594,68.400134,200,119001
595,66.9289,200,119201
596,67.149325,200,119401
597,68.110627,200,119601
598,67.869944,200,119801
599,67.989883,200,120001
600,67.536981,200,120201
601,68.376224,200,120401
602,68.172886,200,120601
603,67.896944,200,120801
604,66.813007,200,121001
605,67.838326,200,121201
606,68.409577,200,121401
607,66.755073,200,121601
608,67.782134,200,121801
609,68.078967,200,122001
610,68.624242,200,122201
611,67.060615,200,122401
612,68.865398,200,122601
613,68.238314,200,122801
614,68.216464,200,123001
615,67.781254,200,123201
616,68.784415,200,123401
617,67.777394,200,123601
618,69.062832,200,123801
619,68.819114,200,124001
620,68.367099,200,124201
621,68.599874,200,124401
622,66.970274,200,124601
623,67.999349,200,124801
624,68.930644,200,125001
625,68.34901,200,125201
626,67.648709,200,125401
627,68.374024,200,125601
628,68.052104,200,125801
629,68.986646,200,126001
630,68.956178,200,126201
631,67.936587,200,126401
632,68.530713,200,126601
633,68.887578,200,126801
634,68.853243,200,127001
635,68.790415,200,127201
636,67.513044,200,127401
637,68.506659,200,127601
638,69.351306,200,127801
639,68.159731,200,128001
640,68.396566,200,128201
641,67.511517,200,128401
642,68.652975,200,128601
643,67.994197,200,128801
644,67.018675,200,129001
645,68.207003,200,129201
646,68.159738,200,129401
647,67.18717,200,129601
648,68.836292,200,129801
649,68.040479,200,130001
650,69.32815,200,130201
651,68.537325,200,130401
652,68.152279,200,130601
653,68.766829,200,130801
654,67.925472,200,131001
655,69.489093,200,131201
656,67.567929,200,131401
657,68.369123,200,131601
658,68.514809,200,131801
659,68.643996,200,132001
660,66.545728,200,132201
661,67.637588,200,132401
662,68.3328,200,132601
663,68.261608,200,132801
664,68.886512,200,133001
665,67.331879,200,133201
666,66.616316,200,133401
667,68.253674,200,133601
668,67.63789,200,133801
669,68.384769,200,134001
670,68.508111,200,134201
671,67.406122,200,134401
672,67.685172,200,134601
673,68.379796,200,134801
674,68.683629,200,135001
675,67.131098,200,135201
676,68.519504,200,135401
677,67.348409,200,135601
678,68.663326,200,135801
679,67.745453,200,136001
680,68.024819,200,136201
681,67.603852,200,136401
682,67.357402,200,136601
683,66.689591,200,136801
684,69.363044,200,137001
685,67.680995,200,137201
686,67.983144,200,137401
687,67.168716,200,137601
688,67.772115,200,137801
689,68.183788,200,138001
