Episode,Reward,Length,TotalSteps
759,-0.383098,4,5444
760,0.01461,4,5448
761,-0.383377,11,5459
762,-1.539091,9,5468
763,0.013,1,5469
764,-0.283847,9,5478
765,-0.361798,4,5482
766,-0.361159,6,5488
767,-0.710861,9,5497
768,-0.382139,8,5505
769,0.044563,3,5508
770,-0.344535,7,5515
771,-0.027874,6,5521
772,-0.366573,4,5525
773,-0.37582,7,5532
774,-0.728978,5,5537
775,0.026688,5,5542
776,-0.70167,7,5549
777,-0.737215,12,5561
778,-0.482506,2,5563
779,-0.376447,4,5567
780,-0.332425,7,5574
781,-1.070964,14,5588
782,-0.773641,5,5593
783,-0.346005,11,5604
784,-0.332336,6,5610
785,0.048208,5,5615
786,0.021491,4,5619
787,-1.163016,9,5628
788,-0.711865,8,5636
789,-0.336929,7,5643
790,0.133055,13,5656
791,0.01096,4,5660
792,0.04893,4,5664
793,-0.008352,2,5666
794,0.084888,6,5672
795,-1.127118,9,5681
796,-1.097007,13,5694
797,0.093547,10,5704
798,-0.398365,4,5708
799,-0.317647,8,5716
800,-0.404898,3,5719
801,-1.557923,8,5727
802,0.027492,5,5732
803,-0.407629,4,5736
804,-0.337105,6,5742
805,-0.732212,5,5747
806,-0.384954,5,5752
807,0.018248,1,5753
808,0.065781,5,5758
809,0.024427,6,5764
810,-0.009436,3,5767
811,-0.400995,4,5771
812,-0.768434,5,5776
813,0.089113,6,5782
814,-0.661913,13,5795
815,-0.365682,4,5799
816,-0.376921,3,5802
817,0.048094,6,5808
818,0.034967,3,5811
819,-0.389274,1,5812
820,0.03545,8,5820
821,-0.382195,4,5824
822,0.0074,4,5828
823,-0.725098,6,5834
824,0.038513,3,5837
825,-0.010299,1,5838
826,-0.695103,8,5846
827,-1.076093,12,5858
828,-0.356001,5,5863
829,0.008236,4,5867
830,-0.745282,5,5872
831,-2.555365,25,5897
832,-0.338745,5,5902
833,0.036371,7,5909
834,0.026405,6,5915
835,0.051791,5,5920
836,0.06154,5,5925
837,-0.067052,4,5929
838,0.065763,5,5934
839,0.013434,1,5935
840,-0.394747,3,5938
841,-0.711402,12,5950
842,-1.061938,12,5962
843,-0.306228,7,5969
844,-0.38121,5,5974
845,-0.690665,20,5994
846,-0.78701,11,6005
847,-0.748052,6,6011
848,-0.70812,6,6017
849,-0.394465,1,6018
850,0.04845,6,6024
851,0.02496,5,6029
852,-0.75811,6,6035
853,-0.002597,1,6036
854,-1.020264,28,6064
855,-0.026736,4,6068
856,0.016891,4,6072
857,0.020907,3,6075
858,-0.385771,4,6079
859,-0.01439,3,6082
860,-0.331884,6,6088
861,-0.364666,5,6093
862,0.006545,5,6098
863,0.027881,4,6102
864,-1.072402,11,6113
865,-0.04743,3,6116
866,-0.321855,6,6122
867,-0.677625,13,6135
868,-0.394903,8,6143
869,-0.38011,2,6145
870,-0.003801,6,6151
871,0.050397,5,6156
872,-0.599434,22,6178
873,0.126912,12,6190
874,-0.055933,2,6192
875,0.034644,2,6194
876,-0.053904,3,6197
877,0.049672,3,6200
878,-0.350707,9,6209
879,-0.333381,5,6214
880,0.006402,1,6215
881,0.055868,5,6220
882,-0.00056,2,6222
883,0.008697,2,6224
884,-1.05372,13,6237
885,-0.314183,15,6252
886,0.024467,3,6255
887,-0.03824,3,6258
888,-0.331905,5,6263
889,-0.332541,9,6272
890,0.032896,2,6274
891,-0.449399,4,6278
892,0.018897,3,6281
893,0.095927,8,6289
894,-0.324947,10,6299
895,0.012779,4,6303
896,-0.010484,1,6304
897,-0.412447,1,6305
898,-0.671472,10,6315
899,-0.649966,10,6325
900,0.070525,4,6329
901,-0.774204,6,6335
902,-0.391237,7,6342
903,-0.357296,3,6345
904,0.045471,4,6349
905,-0.699116,10,6359
906,-0.450441,4,6363
907,-0.015686,7,6370
908,0.049939,6,6376
909,-0.391348,6,6382
910,-0.356763,3,6385
911,-0.021587,4,6389
912,0.075991,7,6396
913,0.038332,7,6403
914,0.074796,5,6408
915,-0.357958,6,6414
916,-0.665982,9,6423
917,-0.353666,3,6426
918,0.029057,2,6428
919,0.027119,8,6436
920,0.018323,1,6437
921,0.067581,7,6444
922,0.010179,1,6445
923,-0.670888,13,6458
924,-0.325262,5,6463
925,-0.355202,4,6467
926,-0.36366,3,6470
927,0.032588,7,6477
928,0.01164,4,6481
929,0.01335,3,6484
930,0.000241,7,6491
931,-0.332685,10,6501
932,-0.727698,8,6509
933,0.038914,4,6513
934,0.057453,8,6521
935,0.028671,2,6523
936,0.013048,3,6526
937,0.0771,7,6533
938,-0.397163,2,6535
939,0.054593,3,6538
940,0.005701,7,6545
941,0.011345,1,6546
942,-0.004502,2,6548
943,0.08175,10,6558
944,0.048848,4,6562
945,-0.388517,4,6566
946,-0.39472,3,6569
947,0.038569,5,6574
948,0.074374,7,6581
949,-0.783386,8,6589
950,-0.023516,2,6591
951,-0.004346,3,6594
952,-0.288866,11,6605
953,-0.02088,5,6610
954,0.045786,4,6614
955,0.033377,3,6617
956,-0.331529,7,6624
957,0.074343,8,6632
